layer,module,loss,samples,damp,time
7,mlp.down_proj,0.0002245373,0.05000,4.034
8,self_attn.v_proj,0.0001262182,0.05000,2.269
8,self_attn.k_proj,0.0002035322,0.05000,2.270
8,self_attn.q_proj,0.0011515345,0.05000,2.279
8,self_attn.o_proj,0.0000860319,0.05000,0.493
8,mlp.gate_proj,0.0035422276,0.05000,1.557
8,mlp.up_proj,0.0032595153,0.05000,1.609
8,mlp.down_proj,0.0001986114,0.05000,4.055
9,self_attn.k_proj,0.0001773782,0.05000,2.554
9,self_attn.q_proj,0.0008702989,0.05000,2.567
9,self_attn.v_proj,0.0001023218,0.05000,2.583
9,self_attn.o_proj,0.0000882039,0.05000,0.504
9,mlp.up_proj,0.0030572028,0.05000,1.326
9,mlp.gate_proj,0.0031573596,0.05000,1.331
9,mlp.down_proj,0.0001888135,0.05000,4.107
10,self_attn.k_proj,0.0001654031,0.05000,2.407
10,self_attn.v_proj,0.0001425994,0.05000,2.422
10,self_attn.q_proj,0.0008525195,0.05000,2.423
10,self_attn.o_proj,0.0001212106,0.05000,0.516
10,mlp.up_proj,0.0028798025,0.05000,1.459
10,mlp.gate_proj,0.0030559657,0.05000,1.468
10,mlp.down_proj,0.0001719759,0.05000,3.985
11,self_attn.v_proj,0.0001168044,0.05000,2.252
11,self_attn.k_proj,0.0001633536,0.05000,2.267
11,self_attn.q_proj,0.0008393553,0.05000,2.274
11,self_attn.o_proj,0.0001232057,0.05000,0.517
11,mlp.up_proj,0.0026524864,0.05000,1.405
11,mlp.gate_proj,0.0030127322,0.05000,1.413
11,mlp.down_proj,0.0001547390,0.05000,4.100
12,self_attn.q_proj,0.0009942491,0.05000,2.326
12,self_attn.v_proj,0.0001098957,0.05000,2.339
12,self_attn.k_proj,0.0002138399,0.05000,2.338
12,self_attn.o_proj,0.0000719624,0.05000,0.506
12,mlp.gate_proj,0.0028173582,0.05000,1.442
12,mlp.up_proj,0.0025576737,0.05000,1.449
12,mlp.down_proj,0.0001628494,0.05000,4.111
13,self_attn.k_proj,0.0001398727,0.05000,2.382
13,self_attn.v_proj,0.0000923079,0.05000,2.386
13,self_attn.q_proj,0.0006980769,0.05000,2.395
13,self_attn.o_proj,0.0001054273,0.05000,0.523
13,mlp.up_proj,0.0025375642,0.05000,1.451
13,mlp.gate_proj,0.0026380162,0.05000,1.473
13,mlp.down_proj,0.0001384861,0.05000,4.071
14,self_attn.q_proj,0.0016174650,0.05000,2.427
14,self_attn.v_proj,0.0001825937,0.05000,2.439
14,self_attn.k_proj,0.0002395144,0.05000,2.447
14,self_attn.o_proj,0.0000786336,0.05000,0.493
14,mlp.up_proj,0.0028617237,0.05000,1.296
14,mlp.gate_proj,0.0028211582,0.05000,1.305
14,mlp.down_proj,0.0001582350,0.05000,4.078
15,self_attn.q_proj,0.0014124077,0.05000,2.261
15,self_attn.v_proj,0.0001472941,0.05000,2.277
15,self_attn.k_proj,0.0001637819,0.05000,2.280
15,self_attn.o_proj,0.0001436775,0.05000,0.502
15,mlp.up_proj,0.0024073646,0.05000,1.213
15,mlp.gate_proj,0.0025458827,0.05000,1.219
15,mlp.down_proj,0.0001348749,0.05000,4.013
16,self_attn.q_proj,0.0011049955,0.05000,2.338
16,self_attn.k_proj,0.0002088615,0.05000,2.360
16,self_attn.v_proj,0.0001613200,0.05000,2.366
16,self_attn.o_proj,0.0000897470,0.05000,0.503
16,mlp.gate_proj,0.0028364978,0.05000,1.275
16,mlp.up_proj,0.0027857562,0.05000,1.282
16,mlp.down_proj,0.0001636242,0.05000,4.078
17,self_attn.v_proj,0.0002217224,0.05000,2.370
17,self_attn.q_proj,0.0010436334,0.05000,2.377
17,self_attn.k_proj,0.0001272650,0.05000,2.386
17,self_attn.o_proj,0.0000820456,0.05000,0.519
17,mlp.gate_proj,0.0029697870,0.05000,1.184
17,mlp.up_proj,0.0029541621,0.05000,1.185
17,mlp.down_proj,0.0002223591,0.05000,3.934
18,self_attn.k_proj,0.0001547492,0.05000,1.892
18,self_attn.v_proj,0.0001576051,0.05000,1.906
18,self_attn.q_proj,0.0009322823,0.05000,1.909
18,self_attn.o_proj,0.0001629709,0.05000,0.494
18,mlp.up_proj,0.0032329438,0.05000,1.156
18,mlp.gate_proj,0.0032811181,0.05000,1.156
18,mlp.down_proj,0.0002905420,0.05000,3.974
19,self_attn.q_proj,0.0012891873,0.05000,1.897
19,self_attn.v_proj,0.0003426802,0.05000,1.900
19,self_attn.k_proj,0.0001710743,0.05000,1.902
19,self_attn.o_proj,0.0001488164,0.05000,0.488
19,mlp.gate_proj,0.0036453498,0.05000,1.180
19,mlp.up_proj,0.0039195792,0.05000,1.186
19,mlp.down_proj,0.0005242929,0.05000,4.005
20,self_attn.q_proj,0.0014690632,0.05000,1.998
20,self_attn.k_proj,0.0001847802,0.05000,2.003
20,self_attn.v_proj,0.0004453750,0.05000,2.010
20,self_attn.o_proj,0.0001899834,0.05000,0.508
20,mlp.up_proj,0.0038632844,0.05000,1.202
20,mlp.gate_proj,0.0037636156,0.05000,1.202
20,mlp.down_proj,0.0004453271,0.05000,4.016
21,self_attn.k_proj,0.0001704778,0.05000,1.901
21,self_attn.v_proj,0.0003749538,0.05000,1.909
21,self_attn.q_proj,0.0014004615,0.05000,1.915
21,self_attn.o_proj,0.0001636426,0.05000,0.497
21,mlp.gate_proj,0.0051600887,0.05000,1.175
21,mlp.up_proj,0.0051750688,0.05000,1.175
21,mlp.down_proj,0.0007614601,0.05000,3.959
22,self_attn.v_proj,0.0004624089,0.05000,1.916
22,self_attn.k_proj,0.0002037712,0.05000,1.922
22,self_attn.q_proj,0.0013482270,0.05000,1.929
22,self_attn.o_proj,0.0001653806,0.05000,0.504
22,mlp.up_proj,0.0060402868,0.05000,1.151
22,mlp.gate_proj,0.0060912406,0.05000,1.159
22,mlp.down_proj,0.0010070600,0.05000,4.082
23,self_attn.k_proj,0.0002375256,0.05000,1.903
23,self_attn.q_proj,0.0020202413,0.05000,1.913
23,self_attn.v_proj,0.0007108835,0.05000,1.919
23,self_attn.o_proj,0.0001688888,0.05000,0.511
23,mlp.gate_proj,0.0062183892,0.05000,1.167
23,mlp.up_proj,0.0064816624,0.05000,1.173
23,mlp.down_proj,0.0011308248,0.05000,3.976
24,self_attn.k_proj,0.0002481961,0.05000,1.978
24,self_attn.v_proj,0.0011066326,0.05000,1.985
24,self_attn.q_proj,0.0018550260,0.05000,1.991
24,self_attn.o_proj,0.0002589244,0.05000,0.500
24,mlp.up_proj,0.0066293744,0.05000,1.161
24,mlp.gate_proj,0.0061726185,0.05000,1.160
24,mlp.down_proj,0.0013107620,0.05000,4.044
25,self_attn.v_proj,0.0011624142,0.05000,1.904
25,self_attn.k_proj,0.0002528468,0.05000,1.919
25,self_attn.q_proj,0.0023977141,0.05000,1.923
25,self_attn.o_proj,0.0005012281,0.05000,0.495
25,mlp.up_proj,0.0070635081,0.05000,1.160
25,mlp.gate_proj,0.0060965962,0.05000,1.170
25,mlp.down_proj,0.0017161956,0.05000,4.080
26,self_attn.q_proj,0.0020867962,0.05000,1.969
26,self_attn.v_proj,0.0015895053,0.05000,1.985
26,self_attn.k_proj,0.0002614563,0.05000,1.984
26,self_attn.o_proj,0.0002325104,0.05000,0.495
26,mlp.up_proj,0.0073679599,0.05000,1.153
26,mlp.gate_proj,0.0061272474,0.05000,1.157
26,mlp.down_proj,0.0385939768,0.05000,3.943
27,self_attn.k_proj,0.0002109093,0.05000,1.878
27,self_attn.v_proj,0.0015618192,0.05000,1.882
27,self_attn.q_proj,0.0019898924,0.05000,1.894
27,self_attn.o_proj,0.0012598055,0.05000,0.522
27,mlp.gate_proj,0.0093551328,0.05000,1.147
27,mlp.up_proj,0.0096455435,0.05000,1.154
27,mlp.down_proj,0.0077366813,0.05000,3.988
